W./C. 14258	2		527
PC 17483	1	C95	528
3101296	3		529
29104	2		530
26360	2		531
2641	3		532
2690	3		533
2668	3		534
315084	3		535
F.C.C. 13529	2		536
113050	1	B38	537
PC 17761	1		538
364498	3		539
13568	1	B39	540
WE/P 5735	1	B22	541
347082	3		542
347082	3		543
2908	2		544
PC 17761	1	C86	545
693	1		546
2908	2		547
SC/PARIS 2146	2		548
363291	3		549
C.A. 33112	2		550
17421	1	C70	551
244358	2		552
330979	3		553
2620	3		554
347085	3		555
113807	1		556
11755	1	A16	557
PC 17757	1		558
110413	1	E67	559
345572	3		560
372622	3		561
349251	3		562
218629	2		563
SOTON/OQ 392082	3		564
SOTON/O.Q. 392087	3		565
A/4 48871	3		566
349205	3		567
349909	3		568
2686	3		569
350417	3		570
S.W./PP 752	2		571
11769	1	C101	572
PC 17474	1	E25	573
14312	3		574
A/4. 20589	3		575
358585	3		576
243880	2		577
13507	1	E44	578
2689	3		579
STON/O 2. 3101286	3		580
237789	2		581
17421	1	C68	582
28403	2		583
13049	1	A10	584
3411	3		585
110413	1	E68	586
237565	2		587
13567	1	B41	588
14973	3		589
A./5. 3235	3		590
STON/O 2. 3101273	3		591
36947	1	D20	592
A/5 3902	3		593
364848	3		594
SC/AH 29037	2		595
345773	3		596
248727	2		597
LINE	3		598
2664	3		599
PC 17485	1	A20	600
243847	2		601
349214	3		602
113796	1		603
364511	3		604
111426	1		605
349910	3		606
349246	3		607
113804	1		608
SC/Paris 2123	2		609
PC 17582	1	C125	610
347082	3		611
SOTON/O.Q. 3101305	3		612
367230	3		613
370377	3		614
364512	3		615
220845	2		616
347080	3		617
A/5. 3336	3		618
230136	2	F4	619
31028	2		620
2659	3		621
11753	1	D19	622
2653	3		623
350029	3		624
54636	3		625
36963	1	D50	626
219533	2		627
13502	1	D9	628
349224	3		629
334912	3		630
27042	1	A23	631
347743	3		632
13214	1	B50	633
112052	1		634
347088	3		635
237668	2		636
STON/O 2. 3101292	3		637
C.A. 31921	2		638
3101295	3		639
376564	3		640
350050	3		641
PC 17477	1	B35	642
347088	3		643
1601	3		644
2666	3		645
PC 17572	1	D33	646
349231	3		647
13213	1	A26	648
S.O./P.P. 751	3		649
CA. 2314	3		650
349221	3		651
231919	2		652
8475	3		653
330919	3		654
365226	3		655
S.O.C. 14879	2		656
349223	3		657
364849	3		658
29751	2		659
35273	1	D48	660
PC 17611	1		661
2623	3		662
5727	1	E58	663
349210	3		664
STON/O 2. 3101285	3		665
S.O.C. 14879	2		666
234686	2		667
312993	3		668
A/5 3536	3		669
19996	1	C126	670
29750	2		671
F.C. 12750	1	B71	672
C.A. 24580	2		673
244270	2		674
239856	2		675
349912	3		676
342826	3		677
4138	3		678
CA 2144	3		679
PC 17755	1	B51 B53 B55	680
330935	3		681
PC 17572	1	D49	682
6563	3		683
CA 2144	3		684
29750	2		685
SC/Paris 2123	2		686
3101295	3		687
349228	3		688
350036	3		689
24160	1	B5	690
17474	1	B20	691
349256	3		692
1601	3		693
2672	3		694
113800	1		695
248731	2		696
363592	3		697
35852	3		698
17421	1	C68	699
348121	3	F G63	700
PC 17757	1	C62 C64	701
PC 17475	1	E24	702
2691	3		703
36864	3		704
350025	3		705
250655	2		706
223596	2		707
PC 17476	1	E24	708
113781	1		709
2661	3		710
PC 17482	1	C90	711
113028	1	C124	712
19996	1	C126	713
7545	3		714
250647	2		715
348124	3	F G73	716
PC 17757	1	C45	717
34218	2	E101	718
36568	3		719
347062	3		720
248727	2		721
350048	3		722
12233	2		723
250643	2		724
113806	1	E8	725
315094	3		726
31027	2		727
36866	3		728
236853	2		729
STON/O2. 3101271	3		730
24160	1	B5	731
2699	3		732
239855	2		733
28425	2		734
233639	2		735
54636	3		736
W./C. 6608	3		737
PC 17755	1	B101	738
349201	3		739
349218	3		740
16988	1	D45	741
19877	1	C46	742
PC 17608	1	B57 B59 B63 B66	743
376566	3		744
STON/O 2. 3101288	3		745
WE/P 5735	1	B22	746
C.A. 2673	3		747
250648	2		748
113773	1	D30	749
335097	3		750
29103	2		751
392096	3	E121	752
345780	3		753
349204	3		754
220845	2		755
250649	2		756
350042	3		757
29108	2		758
363294	3		759
110152	1	B77	760
358585	3		761
SOTON/O2 3101272	3		762
2663	3		763
113760	1	B96 B98	764
347074	3		765
13502	1	D11	766
112379	1		767
364850	3		768
371110	3		769
8471	3		770
345781	3		771
350047	3		772
S.O./P.P. 3	2	E77	773
2674	3		774
29105	2		775
347078	3		776
383121	3	F38	777
364516	3		778
36865	3		779
24160	1	B3	780
2687	3		781
17474	1	B20	782
113501	1	D6	783
W./C. 6607	3		784
SOTON/O.Q. 3101312	3		785
374887	3		786
3101265	3		787
382652	3		788
C.A. 2315	3		789
PC 17593	1	B82 B84	790
12460	3		791
239865	2		792
CA. 2343	3		793
PC 17600	1		794
349203	3		795
28213	2		796
17465	1	D17	797
349244	3		798
2685	3		799
345773	3		800
250647	2		801
C.A. 31921	2		802
113760	1	B96 B98	803
2625	3		804
347089	3		805
347063	3		806
112050	1	A36	807
347087	3		808
248723	2		809
113806	1	E8	810
3474	3		811
A/4 48871	3		812
28206	2		813
347082	3		814
364499	3		815
112058	1	B102	816
STON/O2. 3101290	3		817
S.C./PARIS 2079	2		818
C 7075	3		819
347088	3		820
12749	1	B69	821
315098	3		822
19972	1		823
392096	3	E121	824
3101295	3		825
368323	3		826
1601	3		827
S.C./PARIS 2079	2		828
367228	3		829
113572	1	B28	830
2659	3		831
29106	2		832
2671	3		833
347468	3		834
2223	3		835
PC 17756	1	E49	836
315097	3		837
392092	3		838
1601	3		839
11774	1	C47	840
SOTON/O2 3101287	3		841
S.O./P.P. 3	2		842
113798	1		843
2683	3		844
315090	3		845
C.A. 5547	3		846
CA. 2343	3		847
349213	3		848
248727	2		849
17453	1	C92	850
347082	3		851
347060	3		852
2678	3		853
PC 17592	1	D28	854
244252	2		855
392091	3		856
36928	1		857
113055	1	E17	858
2666	3		859
2629	3		860
350026	3		861
28134	2		862
17466	1	D17	863
CA. 2343	3		864
233866	2		865
236852	2		866
SC/PARIS 2149	2		867
PC 17590	1	A24	868
345777	3		869
347742	3		870
349248	3		871
11751	1	D35	872
695	1	B51 B53 B55	873
345765	3		874
P/PP 3381	2		875
2667	3		876
7534	3		877
349212	3		878
349217	3		879
11767	1	C50	880
230433	2		881
349257	3		882
7552	3		883
C.A./SOTON 34068	2		884
SOTON/OQ 392076	3		885
382652	3		886
211536	2		887
112053	1	B42	888
W./C. 6607	3		889
111369	1	C148	890
370376	3		891
